87.046946	40.024506	0.323858	-0.380941
66.333807	3.621309	0.468062	-0.175836
59.487400	119.574883	0.029129	0.499151
36.545373	122.918894	-0.167063	0.471264
12.228846	78.270984	0.177509	0.467430
51.807335	26.598227	-0.034149	0.498833
46.144100	83.070363	0.160014	0.473704
74.925868	4.990759	-0.295735	-0.403163
53.526888	28.151007	-0.131082	0.482512
87.814993	95.474820	-0.447227	-0.223580
33.308005	38.237501	-0.499491	0.022551
87.960381	8.635856	0.029524	-0.499128
88.695358	92.994593	-0.452915	-0.211821
51.826261	126.751222	-0.335958	-0.370314
5.060729	53.356563	0.451264	-0.215316
97.109021	73.987711	-0.293612	0.404712
90.357361	87.606818	0.285701	-0.410335
16.150191	21.154220	-0.452980	0.211682
46.265274	115.004051	-0.274133	0.418152
59.353935	41.255694	-0.091240	0.491605
42.499035	95.306620	0.182400	-0.465543
66.687192	3.129936	0.483869	-0.125979
106.032800	30.819317	0.198566	0.458881
100.380106	73.169099	-0.459622	0.196844
63.248718	6.083684	-0.483160	0.128670
102.590832	74.925425	-0.035221	0.498758
64.270504	0.107739	-0.145792	0.478273
86.507050	42.710634	-0.290906	0.406662
54.866100	77.819971	-0.438825	0.239652
87.166534	98.870263	-0.483367	-0.127890
65.541607	48.935693	0.495741	-0.065123
69.867371	107.970712	-0.359501	-0.347504
68.029052	102.015398	0.192681	0.461383
37.997767	44.758327	0.486133	0.116937
35.690656	38.797442	0.497959	0.045127
1.068746	112.627567	-0.499889	0.010546
50.577880	16.377303	0.080089	-0.493544
96.296487	73.386848	-0.362598	0.344272
47.981796	59.413725	-0.234212	0.441752
10.276733	111.334639	-0.262304	-0.425672
45.356459	120.798457	0.482902	-0.129638
62.221906	49.077973	-0.488227	0.107864
24.426653	122.655628	-0.216704	0.450599
122.143823	110.493604	0.495291	-0.068460
117.278934	69.974386	-0.468809	-0.173833
92.576794	78.995556	0.418735	0.273241
65.748743	6.662288	-0.499415	-0.024177
71.797671	78.040479	-0.330287	0.375381
90.093358	60.466026	0.001887	-0.499996
94.586548	3.804940	0.472973	-0.162163
41.105540	63.136681	0.493819	-0.078376
87.842516	120.535748	-0.477519	0.148242
109.511263	71.206422	0.346449	-0.360518
10.224326	47.482074	0.363991	-0.342798
88.173597	92.460320	-0.407077	-0.290325
44.416974	55.441968	0.335267	-0.370940
126.762921	63.271154	-0.452224	0.213292
110.242574	40.967299	-0.071500	-0.494861
107.930658	127.538896	0.135117	-0.481397
127.820044	63.623308	-0.403660	0.295057
107.310900	121.888182	-0.445089	0.227806
103.623507	64.072131	0.273587	0.418510
0.251570	64.095752	-0.439615	0.238200
123.989677	30.323729	-0.141414	0.479585
9.097941	36.241211	-0.156535	-0.474865
4.698943	119.809833	0.215184	-0.451327
52.329924	29.920805	-0.382626	0.321865
52.981743	119.683751	0.387539	-0.315933
25.148915	63.751709	-0.498482	0.038933
